Source,Headline,lower_headline,cleaned_text
BBC,Australia is banning societal media for kids under 16. How leave it operate?,australia is banning societal media for kids under 16. how leave it operate?,australia is banning societal media for kids under  how leave it operate
BBC,Trump moves to denominate some Muslim Fraternity chapters as terrorist groups,trump moves to denominate some muslim fraternity chapters as terrorist groups,trump moves to denominate some muslim fraternity chapters as terrorist groups
BBC,Court seals disc in investigation of teen ' s body found in singer D4vd ' siemens Tesla,court seals disc in investigation of teen ' s body found in singer d4vd ' siemens tesla,court seals disc in investigation of teen  s body found in singer dvd  siemens tesla
BBC,What happens next for Marjorie Taylor Greene after exit from Relation?,what happens next for marjorie taylor greene after exit from relation?,what happens next for marjorie taylor greene after exit from relation
BBC,JFK ' s granddaughter raise awareness of rarefied leukaemia with poignant essay,jfk ' s granddaughter raise awareness of rarefied leukaemia with poignant essay,jfk  s granddaughter raise awareness of rarefied leukaemia with poignant essay
BBC,More earthly concern news,more earthly concern news,more earthly concern news
BBC,United republic of tanzania cancels independence day celebrations after election fermentation,united republic of tanzania cancels independence day celebrations after election fermentation,united republic of tanzania cancels independence day celebrations after election fermentation
BBC,Commonwealth of australia senator suspended after burka stunt in sevens,commonwealth of australia senator suspended after burka stunt in sevens,commonwealth of australia senator suspended after burka stunt in sevens
BBC,Fifty children escape after passel school abduction in Nigeria - report,fifty children escape after passel school abduction in nigeria - report,fifty children escape after passel school abduction in nigeria  report
BBC,"I watched impotently as gunmen snap my son, says father after Nigerian school snatch","i watched impotently as gunmen snap my son, says father after nigerian school snatch",i watched impotently as gunmen snap my son says father after nigerian school snatch
BBC,Concern,concern,concern
BBC,US presses Eec on rules for large tech companies,us presses eec on rules for large tech companies,us presses eec on rules for large tech companies
BBC,Hour angle United kingdom ' s budget watchdog become too all - powerful?,hour angle united kingdom ' s budget watchdog become too all - powerful?,hour angle united kingdom  s budget watchdog become too all  powerful
BBC,Carney says business deal talks with Trump to summarize ' when it matters ',carney says business deal talks with trump to summarize ' when it matters ',carney says business deal talks with trump to summarize  when it matters
BBC,Machu Picchu bump off by a row terminated tourer buses,machu picchu bump off by a row terminated tourer buses,machu picchu bump off by a row terminated tourer buses
BBC,Fun,fun,fun
BBC,' I go for my musician fight each other ' - Amorim ' s Isle of man Utd ' nowhere near ',' i go for my musician fight each other ' - amorim ' s isle of man utd ' nowhere near ',i go for my musician fight each other   amorim  s isle of man utd  nowhere near
BBC,Lionel hampton voted BBC Woman ' s Footballer of the Class,lionel hampton voted bbc woman ' s footballer of the class,lionel hampton voted bbc woman  s footballer of the class
BBC,Premier Conference response: Man Utd beaten addition should Gueye have been send off?,premier conference response: man utd beaten addition should gueye have been send off?,premier conference response man utd beaten addition should gueye have been send off
BBC,Sound or flaw? England ' s faith in Crawley tested,sound or flaw? england ' s faith in crawley tested,sound or flaw england  s faith in crawley tested
BBC,Recommended Audio frequency,recommended audio frequency,recommended audio frequency
BBC,Witness Account,witness account,witness account
BBC,Mentality,mentality,mentality
BBC,Informant History,informant history,informant history
BBC,Big Boss Consultation,big boss consultation,big boss consultation
BBC,The Consultation,the consultation,the consultation
BBC,The Climate Query,the climate query,the climate query
BBC,Positron emission tomography scam victim launches app to protect others,positron emission tomography scam victim launches app to protect others,positron emission tomography scam victim launches app to protect others
BBC,Scammers hacked her phone and stole thousands - so how make they get her details?,scammers hacked her phone and stole thousands - so how make they get her details?,scammers hacked her phone and stole thousands  so how make they get her details
BBC,"Britain won ' t beat the US in AI backwash, articulate passee - Google scientist","britain won ' t beat the us in ai backwash, articulate passee - google scientist",britain won  t beat the us in ai backwash articulate passee  google scientist
BBC,Scientific discipline & health,scientific discipline & health,scientific discipline  health
BBC,Boy with rare condition mystify doctor after humankind - first gene therapy,boy with rare condition mystify doctor after humankind - first gene therapy,boy with rare condition mystify doctor after humankind  first gene therapy
BBC,How to espouse an ageing face,how to espouse an ageing face,how to espouse an ageing face
BBC,JFK ' atomic number 16 granddaughter shares final cancer diagnosis,jfk ' atomic number 16 granddaughter shares final cancer diagnosis,jfk  atomic number  granddaughter shares final cancer diagnosis
BBC,Polish,polish,polish
BBC,"Reggae legend Jimmy Cliff dies, aged eighty one","reggae legend jimmy cliff dies, aged eighty one",reggae legend jimmy cliff dies aged eighty one
BBC,Bollywood ' s ' original helium - man ' Dharmendra dies at ixc after starring in more than than ccc films,bollywood ' s ' original helium - man ' dharmendra dies at ixc after starring in more than than ccc films,bollywood  s  original helium  man  dharmendra dies at ixc after starring in more than than ccc films
BBC,Donald Glover reveals on stage he have a stroke final year,donald glover reveals on stage he have a stroke final year,donald glover reveals on stage he have a stroke final year
BBC,Michelin - starred Australian chef Skye Gyngell dies aged lxii,michelin - starred australian chef skye gyngell dies aged lxii,michelin  starred australian chef skye gyngell dies aged lxii
BBC,Artistic creation,artistic creation,artistic creation
BBC,The truth astir Tudor England ' s ' most hated cleaning lady ',the truth astir tudor england ' s ' most hated cleaning lady ',the truth astir tudor england  s  most hated cleaning lady
BBC,How a Gustav klimt became the most expensive forward looking artwork,how a gustav klimt became the most expensive forward looking artwork,how a gustav klimt became the most expensive forward looking artwork
BBC,The dark side of the america ' s almost divisive painter,the dark side of the america ' s almost divisive painter,the dark side of the america  s almost divisive painter
BBC,The undercover liveliness of Yakuza women,the undercover liveliness of yakuza women,the undercover liveliness of yakuza women
BBC,Picket,picket,picket
BBC,Behind the scenes of Hollywood ' s nigh daring cable car stunts,behind the scenes of hollywood ' s nigh daring cable car stunts,behind the scenes of hollywood  s nigh daring cable car stunts
BBC,Try this barkeep ' s favourite cocktails in Miami,try this barkeep ' s favourite cocktails in miami,try this barkeep  s favourite cocktails in miami
BBC,A 300 - year - sure enough sumptuosity hotel powered by trees,a 300 - year - sure enough sumptuosity hotel powered by trees,a   year  sure enough sumptuosity hotel powered by trees
BBC,How spoilt will Blessing travel be in the US?,how spoilt will blessing travel be in the us?,how spoilt will blessing travel be in the us
BBC,Globe ' s Table,globe ' s table,globe  s table
BBC,What Mamdani ' s win means for NYC ' s food scene,what mamdani ' s win means for nyc ' s food scene,what mamdani  s win means for nyc  s food scene
BBC,Why Marseille restaurants are offering epicurean food for € unity,why marseille restaurants are offering epicurean food for € unity,why marseille restaurants are offering epicurean food for  unity
BBC,100 dishes in 40 day: India ' sulphur epic wedding fiesta,100 dishes in 40 day: india ' sulphur epic wedding fiesta,dishes in  day india  sulphur epic wedding fiesta
BBC,The controversial snack that fuel Norwegian trips,the controversial snack that fuel norwegian trips,the controversial snack that fuel norwegian trips
BBC,Five key takeaways from a deep divisive COP30 tip,five key takeaways from a deep divisive cop30 tip,five key takeaways from a deep divisive cop tip
BBC,UN climate talks fail to secure new dodo fuel promise,un climate talks fail to secure new dodo fuel promise,un climate talks fail to secure new dodo fuel promise
BBC,"The secrets of a outside, life threatening Amazon river river","the secrets of a outside, life threatening amazon river river",the secrets of a outside life threatening amazon river river
BBC,Republic of india ' atomic number 16 delayed action plan raises eyebrows at COP30 climate summit,republic of india ' atomic number 16 delayed action plan raises eyebrows at cop30 climate summit,republic of india  atomic number  delayed action plan raises eyebrows at cop climate summit
BBC,Telecasting,telecasting,telecasting
BBC,Rosamund Pike hadn ' t seen a Adhesion photographic film before her audition,rosamund pike hadn ' t seen a adhesion photographic film before her audition,rosamund pike hadn  t seen a adhesion photographic film before her audition
BBC,Inside the Amazon ' sec sacred food ritual few outsiders see,inside the amazon ' sec sacred food ritual few outsiders see,inside the amazon  sec sacred food ritual few outsiders see
BBC,Dive into Florida ' s prehistoric spelunk of Ice Age mystery,dive into florida ' s prehistoric spelunk of ice age mystery,dive into florida  s prehistoric spelunk of ice age mystery
BBC,How close is likewise close to a hippo?,how close is likewise close to a hippo?,how close is likewise close to a hippo
BBC,Future Ground,future ground,future ground
BBC,Augury up for the Essential Tilt,augury up for the essential tilt,augury up for the essential tilt
CNN,Met Gala faces literary criticism,met gala faces literary criticism,met gala faces literary criticism
CNN,Jesse Jackson forbidden of hospital,jesse jackson forbidden of hospital,jesse jackson forbidden of hospital
CNN,New X feature article,new x feature article,new x feature article
CNN,Jurist shake off out cases against James Comey and Letitia James,jurist shake off out cases against james comey and letitia james,jurist shake off out cases against james comey and letitia james
CNN,Takeaways from Lindsey Halligan ’ s disqualification and liberation of the Jesse james Comey and Letitia James cases,takeaways from lindsey halligan ’ s disqualification and liberation of the jesse james comey and letitia james cases,takeaways from lindsey halligan  s disqualification and liberation of the jesse james comey and letitia james cases
CNN,Former White House Lawyer on Trump ’ s vow to attract Comey & Epistle of james case dismissal over ‘ technical ’ ruling,former white house lawyer on trump ’ s vow to attract comey & epistle of james case dismissal over ‘ technical ’ ruling,former white house lawyer on trump  s vow to attract comey  epistle of james case dismissal over  technical  ruling
CNN,"This volcano conflagrate for the initiative time in 10, 000 years sending ash clouds across continents","this volcano conflagrate for the initiative time in 10, 000 years sending ash clouds across continents",this volcano conflagrate for the initiative time in   years sending ash clouds across continents
CNN,The meeting in Abu Dhabi come after day of intense diplomatic negotiations in Geneva terminated a 28 - point proposal to end the war,the meeting in abu dhabi come after day of intense diplomatic negotiations in geneva terminated a 28 - point proposal to end the war,the meeting in abu dhabi come after day of intense diplomatic negotiations in geneva terminated a   point proposal to end the war
CNN,The talks with Russia are meant to lie the cornerstone for higher - level involvement in the future,the talks with russia are meant to lie the cornerstone for higher - level involvement in the future,the talks with russia are meant to lie the cornerstone for higher  level involvement in the future
CNN,"Facing a lack of Russian recruits, Moscow is accused of using deception and bribery to signalize up foreigner to crusade in Ukraine","facing a lack of russian recruits, moscow is accused of using deception and bribery to signalize up foreigner to crusade in ukraine",facing a lack of russian recruits moscow is accused of using deception and bribery to signalize up foreigner to crusade in ukraine
CNN,Catch up on today ’ s globose news,catch up on today ’ s globose news,catch up on today  s globose news
CNN,The Met Gala is face literary criticism over information technology lead sponsors. Here ’ s what Anna Wintour has to say,the met gala is face literary criticism over information technology lead sponsors. here ’ s what anna wintour has to say,the met gala is face literary criticism over information technology lead sponsors here  s what anna wintour has to say
CNN,Thai woman find alive in casket after being brought in for cremation,thai woman find alive in casket after being brought in for cremation,thai woman find alive in casket after being brought in for cremation
CNN,US Transportation Secretary: Ditch your pajama for jeans when flying,us transportation secretary: ditch your pajama for jeans when flying,us transportation secretary ditch your pajama for jeans when flying
CNN,‘ Once - in - 300 - year ’ rain leaves Thai city flooded and motherliness montgomery ward stranded,‘ once - in - 300 - year ’ rain leaves thai city flooded and motherliness montgomery ward stranded,once  in    year  rain leaves thai city flooded and motherliness montgomery ward stranded
CNN,US Strain Force Harvester dawdler crashes off South Korea,us strain force harvester dawdler crashes off south korea,us strain force harvester dawdler crashes off south korea
CNN,Why the crypto market is barge in,why the crypto market is barge in,why the crypto market is barge in
CNN,US ends irregular status for Myanmar nationals yet as civil war stock still rages,us ends irregular status for myanmar nationals yet as civil war stock still rages,us ends irregular status for myanmar nationals yet as civil war stock still rages
CNN,Australian far - correct pol sparks outrage for wearing burqa as political prop,australian far - correct pol sparks outrage for wearing burqa as political prop,australian far  correct pol sparks outrage for wearing burqa as political prop
CNN,Bolsonaro tested Brazil ’ s majority rule. Information technology Supreme Court stepped in,bolsonaro tested brazil ’ s majority rule. information technology supreme court stepped in,bolsonaro tested brazil  s majority rule information technology supreme court stepped in
CNN,She ‘ need to die there. ’ The women force to defraud and the families left behind,she ‘ need to die there. ’ the women force to defraud and the families left behind,she  need to die there  the women force to defraud and the families left behind
CNN,She follow promised work as a customer service agent. Instead she be traffic to run online scams,she follow promised work as a customer service agent. instead she be traffic to run online scams,she follow promised work as a customer service agent instead she be traffic to run online scams
CNN,Former Black Panther drawing card H. Whang Brown fail in prison infirmary at 82,former black panther drawing card h. whang brown fail in prison infirmary at 82,former black panther drawing card h whang brown fail in prison infirmary at
CNN,"Dharmendra, iconic Bollywood actor and Amerind movie house ’ sulfur ‘ He - Man, ’ dies at 89","dharmendra, iconic bollywood actor and amerind movie house ’ sulfur ‘ he - man, ’ dies at 89",dharmendra iconic bollywood actor and amerind movie house  sulfur  he  man  dies at
CNN,"Udo Kier, ‘ Ace Ventura: Pet Tec ’ star, fail at 81","udo kier, ‘ ace ventura: pet tec ’ star, fail at 81",udo kier  ace ventura pet tec  star fail at
CNN,‘ One want you to meet my dad ’: Anderson Frank cooper sees and hears his father for the first time in xlviii years,‘ one want you to meet my dad ’: anderson frank cooper sees and hears his father for the first time in xlviii years,one want you to meet my dad  anderson frank cooper sees and hears his father for the first time in xlviii years
CNN,New research reveals some urban raccoons show sign of domestication,new research reveals some urban raccoons show sign of domestication,new research reveals some urban raccoons show sign of domestication
CNN,Visualize the young way scientists say they can excerpt drinking water from the air,visualize the young way scientists say they can excerpt drinking water from the air,visualize the young way scientists say they can excerpt drinking water from the air
CNN,12 shipway to feel great on Thanksgiving: A mind - body coach ’ s guide,12 shipway to feel great on thanksgiving: a mind - body coach ’ s guide,shipway to feel great on thanksgiving a mind  body coach  s guide
CNN,Civil rights drawing card Jesse Jackson to be removed from the ICU but leave remain hospitalized,civil rights drawing card jesse jackson to be removed from the icu but leave remain hospitalized,civil rights drawing card jesse jackson to be removed from the icu but leave remain hospitalized
CNN,Former UK Prime Minister Jacques louis david Cameron read he has been treated for prostate malignant neoplastic disease,former uk prime minister jacques louis david cameron read he has been treated for prostate malignant neoplastic disease,former uk prime minister jacques louis david cameron read he has been treated for prostate malignant neoplastic disease
CNN,Pentagon move against war hero Kelly shows Trump ’ sulfur pursuit for retribution is endless,pentagon move against war hero kelly shows trump ’ sulfur pursuit for retribution is endless,pentagon move against war hero kelly shows trump  sulfur pursuit for retribution is endless
CNN,What we know and wear ’ metric ton know astir DOGE ’ s reported demise,what we know and wear ’ metric ton know astir doge ’ s reported demise,what we know and wear  metric ton know astir doge  s reported demise
CNN,Justice Department renews request for NY jurist to relinquish Jacob epstein - related grand jury transcripts,justice department renews request for ny jurist to relinquish jacob epstein - related grand jury transcripts,justice department renews request for ny jurist to relinquish jacob epstein  related grand jury transcripts
CNN,"Jon Gosselin, the star of ‘ Jon & Kate Asset eighter from decatur, ’ has splice over again","jon gosselin, the star of ‘ jon & kate asset eighter from decatur, ’ has splice over again",jon gosselin the star of  jon  kate asset eighter from decatur  has splice over again
CNN,‘ Wicked: For Commodity ’ is one of the most political films of the twelvemonth,‘ wicked: for commodity ’ is one of the most political films of the twelvemonth,wicked for commodity  is one of the most political films of the twelvemonth
CNN,New X lineament exposes foreign pro - MAGA accounts,new x lineament exposes foreign pro - maga accounts,new x lineament exposes foreign pro  maga accounts
CNN,Old Us navy ’ s expansion and its multi - gazillion - dollar holiday pyjama,old us navy ’ s expansion and its multi - gazillion - dollar holiday pyjama,old us navy  s expansion and its multi  gazillion  dollar holiday pyjama
CNN,"‘ Slender Man ’ stabber recaptured. A timeline of the original case, her relief valve and return to custody","‘ slender man ’ stabber recaptured. a timeline of the original case, her relief valve and return to custody",slender man  stabber recaptured a timeline of the original case her relief valve and return to custody
CNN,South Korean man gets life sentence all over blackmail ring that sexually exploited or mistreat century,south korean man gets life sentence all over blackmail ring that sexually exploited or mistreat century,south korean man gets life sentence all over blackmail ring that sexually exploited or mistreat century
CNN,Cristiano Ronaldo rolls back the years with outrageous bicycle beef,cristiano ronaldo rolls back the years with outrageous bicycle beef,cristiano ronaldo rolls back the years with outrageous bicycle beef
CNN,Controversial Gaza Humanitarian Foundation to close down assistance effort,controversial gaza humanitarian foundation to close down assistance effort,controversial gaza humanitarian foundation to close down assistance effort
CNN,Big temperature drib on the menu this Thanksgiving for millions across the u,big temperature drib on the menu this thanksgiving for millions across the u,big temperature drib on the menu this thanksgiving for millions across the u
CNN,More than than 100 homes damaged after crack touches down in Texas,more than than 100 homes damaged after crack touches down in texas,more than than  homes damaged after crack touches down in texas
CNN,Marjorie Taylor Greene ’ s resignation leaves her territorial dominion in mental rejection,marjorie taylor greene ’ s resignation leaves her territorial dominion in mental rejection,marjorie taylor greene  s resignation leaves her territorial dominion in mental rejection
CNN,How Pentagon investigate Sen. Kelly may serve his political future,how pentagon investigate sen. kelly may serve his political future,how pentagon investigate sen kelly may serve his political future
CNN,Chauncy Billups pleads not guilty to offence stemming from alleged poker scheme,chauncy billups pleads not guilty to offence stemming from alleged poker scheme,chauncy billups pleads not guilty to offence stemming from alleged poker scheme
CNN,Judge throws out case against James Comey and Letitia James,judge throws out case against james comey and letitia james,judge throws out case against james comey and letitia james
CNN,China successfully launch Shenzhou - twenty two,china successfully launch shenzhou - twenty two,china successfully launch shenzhou  twenty two
CNN,Cleaning lady found alive privileged coffin,cleaning lady found alive privileged coffin,cleaning lady found alive privileged coffin
CNN,"Vent in Ethiopia erupts for the 1st time in 10, 000 years","vent in ethiopia erupts for the 1st time in 10, 000 years",vent in ethiopia erupts for the st time in   years
CNN,Far - right politician trigger outrage for wearing burka as political prop,far - right politician trigger outrage for wearing burka as political prop,far  right politician trigger outrage for wearing burka as political prop
CNN,Expatriation Secretaire: Ditch your pajamas for jeans when flying,expatriation secretaire: ditch your pajamas for jeans when flying,expatriation secretaire ditch your pajamas for jeans when flying
CNN,Oldest living survivor of Tulsa Race Massacre go bad at 111 years old,oldest living survivor of tulsa race massacre go bad at 111 years old,oldest living survivor of tulsa race massacre go bad at  years old
CNN,How a clip of Carl david anderson ’ s dada opened a flow of memories and new connections,how a clip of carl david anderson ’ s dada opened a flow of memories and new connections,how a clip of carl david anderson  s dada opened a flow of memories and new connections
CNN,Wherefore aren ’ t in that location ruby slipper in the fresh ‘ Wicked ’ movie?,wherefore aren ’ t in that location ruby slipper in the fresh ‘ wicked ’ movie?,wherefore aren  t in that location ruby slipper in the fresh  wicked  movie
CNN,London street key world ’ s about expensive retail finish,london street key world ’ s about expensive retail finish,london street key world  s about expensive retail finish
CNN,NY Giants fire defensive attitude coordinater after overtime loss to Leo,ny giants fire defensive attitude coordinater after overtime loss to leo,ny giants fire defensive attitude coordinater after overtime loss to leo
CNN,Melania Trump receives White House Yule tree diagram,melania trump receives white house yule tree diagram,melania trump receives white house yule tree diagram
CNN,Analysis: Could US dialogue in Geneva bring peace in Ukrayina?,analysis: could us dialogue in geneva bring peace in ukrayina?,analysis could us dialogue in geneva bring peace in ukrayina
CNN,Reggae legend Jemmy Cliff dead at lxxxi,reggae legend jemmy cliff dead at lxxxi,reggae legend jemmy cliff dead at lxxxi
CNN,See how researchers harvest piddle from the air,see how researchers harvest piddle from the air,see how researchers harvest piddle from the air
CNN,‘ Slender Man ’ aggressor choke missing for 24 time of day,‘ slender man ’ aggressor choke missing for 24 time of day,slender man  aggressor choke missing for  time of day
CNN,Swimmer brave the ice in Russia,swimmer brave the ice in russia,swimmer brave the ice in russia
CNN,Ukraine hit with rap as peace talks ongoing,ukraine hit with rap as peace talks ongoing,ukraine hit with rap as peace talks ongoing
CNN,Wherefore these kids in Italy were take from their parents,wherefore these kids in italy were take from their parents,wherefore these kids in italy were take from their parents
CNN,In step with Angola ’ s native people,in step with angola ’ s native people,in step with angola  s native people
CNN,"After surviving a horrific buffalo tone beginning, these environmentalist doubled down on protect nature","after surviving a horrific buffalo tone beginning, these environmentalist doubled down on protect nature",after surviving a horrific buffalo tone beginning these environmentalist doubled down on protect nature
CNN,‘ Corresponding no other place on Earth ’: Adventurous luxury travelers be heading to this corner of Sou' east Asia,‘ corresponding no other place on earth ’: adventurous luxury travelers be heading to this corner of sou' east asia,corresponding no other place on earth  adventurous luxury travelers be heading to this corner of sou east asia
CNN,Unseen photograph divulge another side to 1970s Lagos,unseen photograph divulge another side to 1970s lagos,unseen photograph divulge another side to s lagos
CNN,Privileged the room: What pass during Trump and Mamdani ’ s coming together,privileged the room: what pass during trump and mamdani ’ s coming together,privileged the room what pass during trump and mamdani  s coming together
CNN,"Africa ’ s ‘ cryptic ’ golden african tea is therefore rare, no one knows how many there make up. AI is changing that","africa ’ s ‘ cryptic ’ golden african tea is therefore rare, no one knows how many there make up. ai is changing that",africa  s  cryptic  golden african tea is therefore rare no one knows how many there make up ai is changing that
CNN,"David Cameron, ex - UK select minister, say he have been handle for cancer","david cameron, ex - uk select minister, say he have been handle for cancer",david cameron ex  uk select minister say he have been handle for cancer
CNN,Reggae legend Jimmy Cliff die at 81,reggae legend jimmy cliff die at 81,reggae legend jimmy cliff die at
CNN,"‘ Ohio my God, this is our Tanzania ’: CNN investigation shows law fatally shooting protesters, signs of mass robert graves","‘ ohio my god, this is our tanzania ’: cnn investigation shows law fatally shooting protesters, signs of mass robert graves",ohio my god this is our tanzania  cnn investigation shows law fatally shooting protesters signs of mass robert graves
CNN,"She married her brother, and then he died. The monument to her sorrow was a Wonder of the Antediluvian World","she married her brother, and then he died. the monument to her sorrow was a wonder of the antediluvian world",she married her brother and then he died the monument to her sorrow was a wonder of the antediluvian world
CNN,JFK ’ s granddaughter reveals terminal genus cancer diagnosis,jfk ’ s granddaughter reveals terminal genus cancer diagnosis,jfk  s granddaughter reveals terminal genus cancer diagnosis
CNN,A prosecutor reveals new item about the capture of i of America ’ s most ill famed serial killers,a prosecutor reveals new item about the capture of i of america ’ s most ill famed serial killers,a prosecutor reveals new item about the capture of i of america  s most ill famed serial killers
